Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 261,O=C1SCC(=O)N1Cc1ccc2c(c1)/C(=C/c1[nH]cc(c1)CN1CCOCC1)/C(=O)N2,C22H22N4O4S,438.50,31,11,0.32,5,5,2,128.93,120.04,2.89,1.01,0.79,0.16,3.22,1.61,-3.13,3.27e-01,7.45e-04,Soluble,-3.12,3.33e-01,7.58e-04,Soluble,-5.58,1.15e-03,2.61e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-8.26,0,0,0,0,0,0.55,0,2,1,3.59
Molecule 262,OC[C@H]([C@H]1O[C@H]([C@@H]([C@H]1O)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O)O,C21H20O12,464.38,33,16,0.29,5,12,8,110.16,210.51,1.69,0.36,-0.54,-2.59,-0.32,-0.28,-2.97,4.92e-01,1.06e-03,Soluble,-4.35,2.10e-02,4.51e-05,Moderately soluble,-1.51,1.43e+01,3.08e-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.31
Molecule 263,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1)NS(=O)(=O)c1ccc(s1)Cl,C21H19Cl2N3O6S3,576.49,35,17,0.19,8,7,2,138.96,166.88,3.70,4.21,5.53,1.74,2.91,3.62,-5.90,7.29e-04,1.26e-06,Moderately soluble,-7.42,2.17e-05,3.76e-08,Poorly soluble,-7.75,1.03e-05,1.78e-08,Poorly soluble,Low,No,No,Yes,No,Yes,No,Yes,-6.83,1,2,1,1,1,0.55,0,0,3,3.72
Molecule 264,N#Cc1ccc(cc1)NC(=S)/N=C(/Cc1c(Cl)cccc1Cl)\N,C16H12Cl2N4S,363.26,23,12,0.06,5,2,2,98.77,106.29,2.70,3.76,3.97,3.46,5.10,3.80,-4.52,1.10e-02,3.04e-05,Moderately soluble,-5.69,7.50e-04,2.07e-06,Moderately soluble,-6.53,1.08e-04,2.97e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.85,0,0,0,0,0,0.55,0,3,2,2.95
Molecule 265,COc1c(O)c(OC)c2c(c1O)c(=O)cc(o2)c1ccccc1O,C17H14O7,330.29,24,16,0.12,3,7,3,86.97,109.36,2.51,2.61,2.59,-0.07,2.59,2.05,-3.83,4.91e-02,1.49e-04,Soluble,-4.56,9.18e-03,2.78e-05,Moderately soluble,-4.63,7.71e-03,2.33e-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,0,3.42
Molecule 266,N#Cc1cc(cc(c1)C#N)Oc1c(F)ccc2c1c(C)n[nH]2,C16H9FN4O,292.27,22,15,0.06,2,5,1,76.96,85.49,1.83,3.02,3.97,1.67,3.96,2.89,-3.93,3.46e-02,1.18e-04,Soluble,-4.48,9.67e-03,3.31e-05,Moderately soluble,-6.00,2.92e-04,1.00e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-5.94,0,0,0,0,0,0.55,0,0,0,2.39
Molecule 267,COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,C17H19N3O3S,345.42,24,15,0.29,5,5,1,93.70,96.31,1.64,2.23,3.61,0.91,3.16,2.31,-3.52,1.05e-01,3.03e-04,Soluble,-3.89,4.47e-02,1.29e-04,Soluble,-6.47,1.17e-04,3.37e-07,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-6.82,0,0,0,0,0,0.55,0,0,0,3.58
Molecule 268,O=C(Nc1ccc(cc1)C(=N)N)Nc1ccc(cc1)Oc1ccccc1,C20H18N4O2,346.38,26,18,0.00,7,3,4,102.94,100.23,2.46,2.98,4.03,3.48,2.26,3.04,-3.92,4.21e-02,1.22e-04,Soluble,-4.75,6.18e-03,1.78e-05,Moderately soluble,-6.92,4.15e-05,1.20e-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-6.30,0,0,0,0,0,0.55,0,2,0,2.30
Molecule 269,O=C(c1ccc(c(c1)O)O)Nc1ccc(c(c1)O)O,C13H11NO5,261.23,19,12,0.00,3,5,5,68.75,110.02,1.31,1.34,1.57,0.71,0.65,1.12,-2.57,6.98e-01,2.67e-03,Soluble,-3.25,1.46e-01,5.60e-04,Soluble,-2.62,6.30e-01,2.41e-03,Soluble,High,No,No,Yes,No,No,No,Yes,-6.94,0,0,0,0,0,0.55,1,2,0,1.70
Molecule 270,CC(C[C@@H](C(=O)N[C@H](P(=O)(O)O)Cc1c[nH]c2c1cccc2)NC(=O)c1ccco1)C,C21H26N3O6P,447.42,31,14,0.33,11,6,5,115.69,154.47,1.85,2.09,2.77,0.17,1.89,1.75,-3.54,1.29e-01,2.89e-04,Soluble,-4.96,4.86e-03,1.09e-05,Moderately soluble,-5.49,1.45e-03,3.24e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-7.55,0,0,2,1,1,0.11,0,1,2,4.41
Molecule 271,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],C12H9N3O5,275.22,20,11,0.00,5,6,2,70.72,120.65,0.55,2.11,1.66,0.45,-0.29,0.90,-2.95,3.07e-01,1.12e-03,Soluble,-4.27,1.46e-02,5.32e-05,Moderately soluble,-3.03,2.59e-01,9.42e-04,Soluble,High,No,No,No,No,No,No,No,-6.48,0,0,0,0,0,0.55,0,3,0,2.99
Molecule 272,O[C@@H]1CCCCCc2cc(O)cc(c2C(=O)O[C@H](CCC1)C)O,C18H26O5,322.40,23,6,0.61,0,5,3,89.04,86.99,2.51,4.33,3.29,2.23,2.46,2.96,-4.76,5.61e-03,1.74e-05,Moderately soluble,-5.87,4.34e-04,1.35e-06,Moderately soluble,-3.27,1.74e-01,5.40e-04,Soluble,High,No,No,No,No,No,Yes,No,-5.19,0,0,0,0,0,0.55,0,0,1,4.17
Molecule 273,CCNC(=O)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)ccc(c2)OC,C22H22ClN5O2,423.90,30,17,0.27,6,5,1,119.37,81.40,3.18,2.85,2.95,2.04,4.20,3.04,-4.29,2.19e-02,5.16e-05,Moderately soluble,-4.22,2.57e-02,6.05e-05,Moderately soluble,-7.65,9.40e-06,2.22e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.86,0,0,0,0,0,0.55,0,0,1,4.29
Molecule 274,S=C1S[C@@H](C(=O)N1NS(=O)(=O)c1cccs1)Cc1ccc(c(c1)Cl)Cl,C14H10Cl2N2O3S4,453.41,25,11,0.14,5,4,1,109.42,160.49,2.17,4.97,4.42,2.53,4.53,3.72,-5.78,7.56e-04,1.67e-06,Moderately soluble,-8.08,3.78e-06,8.34e-09,Poorly soluble,-5.70,9.11e-04,2.01e-06,Moderately soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-5.54,0,0,1,1,1,0.55,1,1,2,3.89
Molecule 275,COc1ccc2c(c1)nc([nH]2)[S@@](=O)Cc1ncc(c(c1C)OC)C,C17H19N3O3S,345.42,24,15,0.29,5,5,1,93.70,96.31,2.14,2.23,3.61,0.91,3.16,2.41,-3.52,1.05e-01,3.03e-04,Soluble,-3.89,4.47e-02,1.29e-04,Soluble,-6.47,1.17e-04,3.37e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.82,0,0,0,0,0,0.55,0,0,0,3.58
Molecule 276,O=C(Nc1ncc(s1)Sc1ccccn1)NCc1[nH]cc(n1)c1ccc(cc1)OCC(=O)O,C21H18N6O4S2,482.54,33,22,0.10,11,7,4,123.12,195.66,2.27,2.85,3.52,0.57,3.29,2.50,-4.39,1.95e-02,4.03e-05,Moderately soluble,-6.62,1.16e-04,2.41e-07,Poorly soluble,-7.24,2.78e-05,5.77e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.22,0,1,2,1,1,0.55,0,0,2,3.75
Molecule 277,O[C@@H]1[C@@H](COP(=O)(OP(=O)(O[C@H]2O[C@H](C(=O)O)[C@H]([C@@H]([C@H]2O)O)O)O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,C15H22N2O18P2,580.29,37,6,0.67,9,18,9,109.08,333.68,-0.55,-6.39,-5.03,-4.85,-6.24,-4.61,1.06,6.69e+03,1.15e+01,Highly soluble,0.07,6.86e+02,1.18e+00,Highly soluble,4.72,3.04e+07,5.24e+04,Soluble,Low,No,Yes,No,No,No,No,No,-14.38,3,2,1,1,4,0.11,0,1,2,6.00
Molecule 278,COc1ccc2c(c1)nc(cc2O[C@@H]1C[C@@H]2N(C1)C(=O)[C@H](CCCCC/C=C\[C@H]1[C@](NC2=O)(C1)C(=O)O)NC(=O)OC1CCCC1)c1csc(n1)NC(C)C,C40H50N6O8S,774.93,55,15,0.55,11,10,4,216.60,209.55,5.07,6.43,5.10,1.62,3.91,4.43,-8.17,5.22e-06,6.74e-09,Poorly soluble,-10.62,1.84e-08,2.38e-11,Insoluble,-8.06,6.80e-06,8.77e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-6.46,2,3,2,1,3,0.11,0,1,3,7.46
Molecule 279,C/C(=C\c1ccccc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,C15H13NO3S2,319.40,21,6,0.13,4,3,1,91.76,115.00,5.07,6.43,2.43,1.62,3.91,4.43,-8.17,5.22e-06,6.74e-09,Poorly soluble,-10.62,1.84e-08,2.38e-11,Insoluble,-8.06,6.80e-06,8.77e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-6.46,2,3,2,1,3,0.11,0,1,3,7.46
Molecule 280,FCCOc1ccc(cc1)C[C@@H](C(=O)O)NC(=O)[C@@H](n1nnc(c1)COc1ccc2c(c1)sc(n2)S(=O)(=O)N)C(C)C,C26H29FN6O7S2,620.67,42,20,0.35,15,12,3,150.69,225.24,2.26,3.26,3.82,0.44,2.71,2.50,-5.10,4.88e-03,7.86e-06,Moderately soluble,-7.66,1.34e-05,2.17e-08,Poorly soluble,-6.55,1.73e-04,2.79e-07,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.77,2,3,2,1,3,0.11,0,0,2,4.99
Molecule 281,Fc1cc(ccc1c1noc(=O)[nH]1)N1[C@@H]2CC[C@H]1C[C@H](C2)OCc1c(onc1c1c(Cl)cccc1Cl)C1CC1,C28H25Cl2FN4O4,571.43,39,22,0.39,7,7,1,147.83,97.39,3.96,6.11,6.55,4.40,6.52,5.51,-7.19,3.71e-05,6.49e-08,Poorly soluble,-7.94,6.61e-06,1.16e-08,Poorly soluble,-9.74,1.04e-07,1.82e-10,Poorly soluble,Low,No,Yes,Yes,No,Yes,Yes,Yes,-5.45,2,3,0,1,1,0.17,0,0,2,5.94
Molecule 282,CC[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H](C2)N(C)C)O[C@H]2C[C@H](O)[C@H]([C@@H](O2)C)O[C@H]2CCC(=O)[C@H](O2)C)c2c([C@H]1O)cc1c(c2O)C(=O)c2c(C1=O)cccc2O,C40H51NO14,769.83,55,12,0.62,8,15,5,193.77,210.98,4.75,2.58,2.29,-1.40,1.96,2.04,-5.87,1.03e-03,1.34e-06,Moderately soluble,-6.66,1.69e-04,2.19e-07,Poorly soluble,-4.71,1.50e-02,1.95e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.16,2,3,1,1,3,0.17,1,0,2,7.83
Molecule 283,[18F]C[C@H](COc1ccc2c(c1)ccc(n2)c1ccc(nc1)NC)O,C18H18FN3O2,326.36,24,16,0.22,6,5,2,91.60,67.27,2.51,2.80,3.28,1.58,3.41,2.72,-3.72,6.15e-02,1.88e-04,Soluble,-3.87,4.41e-02,1.35e-04,Soluble,-6.56,8.95e-05,2.74e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.30,0,0,0,0,0,0.55,0,0,0,3.21
Molecule 284,CC(=O)Nc1ccc(cc1)CP(=O)(O[C@H](c1ccccc1)C)[O-],C17H19NO4P-,332.31,23,12,0.24,7,4,1,89.20,88.27,2.26,1.50,3.88,2.34,2.16,2.43,-2.77,5.65e-01,1.70e-03,Soluble,-2.96,3.63e-01,1.09e-03,Soluble,-5.30,1.68e-03,5.05e-06,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-7.26,0,0,0,0,0,0.56,0,1,0,3.76
Molecule 285,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,C33H40O15,676.66,48,16,0.48,9,15,8,167.28,238.20,3.78,1.66,0.07,-2.35,0.77,0.78,-4.73,1.25e-02,1.85e-05,Moderately soluble,-6.28,3.58e-04,5.30e-07,Poorly soluble,-2.74,1.23e+00,1.81e-03,Soluble,Low,No,Yes,No,No,No,No,No,-9.25,3,3,1,1,4,0.17,0,1,2,7.24
Molecule 286,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,0.94,0.36,-0.54,-2.59,-0.59,-0.48,-3.04,4.23e-01,9.10e-04,Soluble,-4.35,2.10e-02,4.51e-05,Moderately soluble,-1.51,1.43e+01,3.08e-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32
Molecule 287,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,0.94,0.36,-0.54,-2.59,-0.59,-0.48,-3.04,4.23e-01,9.10e-04,Soluble,-4.35,2.10e-02,4.51e-05,Moderately soluble,-1.51,1.43e+01,3.08e-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32
Molecule 288,CCCS(=O)(=O)N1CCN(CC1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)c1cc(ccc1OC(F)(F)F)NC(=O)C1CC1,C32H35F3N4O5S,644.70,45,18,0.38,14,10,2,173.67,116.43,4.52,4.99,6.69,2.63,4.55,4.68,-6.35,2.86e-04,4.44e-07,Poorly soluble,-7.17,4.32e-05,6.69e-08,Poorly soluble,-9.60,1.60e-07,2.49e-10,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-6.69,1,4,1,1,1,0.55,0,0,3,4.17
Molecule 289,N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)Nc1ccccc1,C16H12N2O3,280.28,21,12,0.00,4,4,3,78.97,93.35,1.77,2.70,2.34,1.34,1.92,2.01,-3.44,1.02e-01,3.65e-04,Soluble,-4.31,1.36e-02,4.86e-05,Moderately soluble,-3.94,3.23e-02,1.15e-04,Soluble,High,No,No,Yes,No,Yes,No,Yes,-6.09,0,0,0,0,0,0.55,1,3,0,2.38
Molecule 290,COc1ccc2c(c1)nc(n2S(=O)(=O)c1ccc(cc1)OCC(=O)O)S(=O)Cc1ncc(c(c1C)OC)C,C25H25N3O8S2,559.61,38,21,0.24,10,10,1,139.48,174.50,2.86,2.92,4.87,1.60,2.01,2.85,-4.90,7.08e-03,1.26e-05,Moderately soluble,-6.25,3.18e-04,5.68e-07,Poorly soluble,-7.39,2.25e-05,4.03e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.64,2,2,1,1,1,0.11,0,0,2,4.82
Molecule 291,O=C(Nc1c[nH]nc1c1nc2c([nH]1)cc(cc2)C[NH+]1CCOCC1)NC1CC1,C19H24N7O2+,382.44,28,14,0.42,7,4,5,109.62,112.16,2.30,0.50,-0.13,-2.87,2.02,0.36,-2.43,1.41e+00,3.68e-03,Soluble,-2.43,1.44e+00,3.75e-03,Soluble,-5.45,1.37e-03,3.58e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.28,0,0,0,0,0,0.55,0,0,1,3.12
Molecule 292,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccc(cc1)OCc1csc(n1)C)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,C33H41N3O10S2,703.82,48,17,0.52,16,12,2,175.48,191.60,5.46,4.37,4.79,0.82,4.16,3.92,-6.16,4.84e-04,6.87e-07,Poorly soluble,-8.11,5.47e-06,7.77e-09,Poorly soluble,-7.18,4.69e-05,6.67e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.49,2,3,2,1,4,0.17,0,0,3,6.53
Molecule 293,OC(=O)CCCNC=C1N=C(OC1=O)c1ccccc1,C14H14N2O4,274.27,20,6,0.21,6,5,2,75.34,87.99,2.11,2.11,0.90,1.27,2.32,1.74,-2.70,5.53e-01,2.01e-03,Soluble,-3.59,7.07e-02,2.58e-04,Soluble,-3.56,7.57e-02,2.76e-04,Soluble,High,No,No,Yes,No,No,No,No,-6.47,0,0,0,0,0,0.56,1,1,0,3.38
Molecule 294,O=c1onc([nH]1)[C@@]1(C[C@@H]1C)n1c(cc2c1ccc(c2)[C@H]1CCOC(C1)(C)C)C(=O)N1CCc2c([C@@H]1C)c(n(n2)c1cc(C)c(c(c1)C)F)n1ccn(c1=O)c1ccc2c(c1F)cnn2C,C48H48F2N10O5,882.96,65,39,0.38,8,10,1,243.78,155.93,6.34,6.81,7.58,5.32,6.25,6.46,-9.52,2.66e-07,3.02e-10,Poorly soluble,-9.89,1.13e-07,1.28e-10,Poorly soluble,-12.11,6.92e-10,7.83e-13,Insoluble,Low,No,Yes,No,No,No,No,Yes,-6.85,3,4,1,2,4,0.17,0,0,3,7.35
Molecule 295,N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)NCCCCc1ccccc1,C20H20N2O3,336.38,25,12,0.20,8,4,3,96.66,93.35,2.27,3.51,3.03,2.01,3.50,2.87,-3.96,3.65e-02,1.09e-04,Soluble,-5.15,2.36e-03,7.02e-06,Moderately soluble,-5.53,9.95e-04,2.96e-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.86,0,0,0,0,0,0.55,1,3,2,2.79
Molecule 296,COc1c(C/C=C(/CCC(=O)O)\C)c(O)c2c(c1C)COC2=O,C17H20O6,320.34,23,6,0.41,6,6,2,84.35,93.06,2.48,3.20,2.58,1.82,3.52,2.72,-3.64,7.35e-02,2.30e-04,Soluble,-4.83,4.78e-03,1.49e-05,Moderately soluble,-3.56,8.78e-02,2.74e-04,Soluble,High,No,No,Yes,No,No,No,No,-5.98,0,0,0,0,0,0.56,0,1,0,3.02
Molecule 297,CCOc1ccn(c(=O)c1C(=O)Nc1ccc(c(c1)F)Oc1ccnc(c1Cl)N)c1ccc(cc1)F,C25H19ClF2N4O4,512.89,36,24,0.08,8,7,2,131.19,108.47,3.72,3.99,5.85,3.70,4.48,4.35,-5.50,1.63e-03,3.17e-06,Moderately soluble,-5.97,5.50e-04,1.07e-06,Moderately soluble,-9.18,3.37e-07,6.58e-10,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-6.60,1,3,0,0,0,0.55,0,0,3,3.46
Molecule 298,OCC1OC(Oc2cccc3c2C(=O)c2c(C3C3c4cc(cc(c4C(=O)c4c3cccc4OC3OC(CO)C(C(C3O)O)O)O)C(=O)O)cc(cc2O)C(=O)O)C(C(C1O)O)O,C42H38O20,862.74,62,24,0.33,9,20,12,202.80,347.96,1.14,1.20,-1.10,-2.88,-0.74,-0.48,-5.64,1.99e-03,2.30e-06,Moderately soluble,-8.10,6.80e-06,7.88e-09,Poorly soluble,-2.90,1.07e+00,1.24e-03,Soluble,Low,No,Yes,No,No,No,No,No,-10.71,3,4,1,1,5,0.11,0,0,2,7.51
Molecule 299,OCCOCn1c(=O)[nH]c(=O)c(c1O)Cc1cccc(c1)OCc1ccccc1,C21H22N2O6,398.41,29,18,0.24,9,6,3,106.90,113.78,2.24,1.72,1.07,1.32,3.21,1.91,-3.26,2.19e-01,5.51e-04,Soluble,-3.73,7.50e-02,1.88e-04,Soluble,-5.95,4.43e-04,1.11e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.51,0,0,0,0,0,0.55,0,0,2,3.44
Molecule 300,Clc1ccc2c(c1Nc1ccnc(n1)Nc1cccc(c1)NS(=O)(=O)C)OCO2,C18H16ClN5O4S,433.87,29,18,0.11,6,6,3,110.46,122.85,2.73,3.36,4.61,1.70,1.42,2.76,-4.71,8.46e-03,1.95e-05,Moderately soluble,-5.62,1.05e-03,2.41e-06,Moderately soluble,-7.41,1.67e-05,3.85e-08,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-6.56,0,0,0,0,0,0.55,0,0,1,3.43
Molecule 301,CC(N(c1cc(sc1C(=O)O)c1ccccc1)C(=O)[C@@H]1CC[C@H](CC1)C)C,C22H27NO3S,385.52,27,11,0.45,6,3,1,112.27,85.85,3.47,5.62,5.68,3.81,5.01,4.72,-5.68,8.12e-04,2.11e-06,Moderately soluble,-7.19,2.51e-05,6.52e-08,Poorly soluble,-5.19,2.47e-03,6.41e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-4.66,0,1,0,0,1,0.56,0,0,2,4.33
Molecule 302,O=C(N[C@H](C(=O)O)CC(=O)O)Cc1cc(c2nc3c([nH]2)cc(cc3)C(=N)N)c(c(c1)c1cc(ccc1O)S(=O)(=O)N)O,C26H24N6O9S,596.57,42,21,0.12,11,12,9,148.82,291.25,0.21,-0.07,1.91,-0.36,0.57,0.45,-3.14,4.34e-01,7.27e-04,Soluble,-5.59,1.52e-03,2.54e-06,Moderately soluble,-5.41,2.35e-03,3.94e-06,Moderately soluble,Low,No,No,No,No,No,No,No,-9.99,3,2,2,1,3,0.17,0,2,2,4.27
Molecule 303,CN(CC/C=C/1\c2cc(ccc2OCc2c1cccc2)CC(=O)O)C,C21H23NO3,337.41,25,12,0.29,5,4,1,99.23,49.77,2.97,1.47,3.44,2.88,4.05,2.96,-2.88,4.41e-01,1.31e-03,Soluble,-2.12,2.55e+00,7.55e-03,Soluble,-5.90,4.22e-04,1.25e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.31,0,0,0,0,0,0.55,0,0,0,3.86
Molecule 304,CCCC[C@]1(CC)CS(=O)(=O)c2c([C@H]([C@H]1O)c1cccc(c1)NC(=O)N[C@@H]1O[C@H](COS(=O)(=O)O)[C@H]([C@@H]([C@H]1O)OCc1ccccc1)O)cc(cc2)N(C)C,C38H51N3O12S2,805.95,55,18,0.50,16,12,6,205.27,238.02,2.73,3.11,5.41,1.42,1.09,2.75,-5.98,8.39e-04,1.04e-06,Moderately soluble,-7.78,1.35e-05,1.67e-08,Poorly soluble,-7.83,1.18e-05,1.47e-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-9.01,3,3,2,1,5,0.11,0,1,2,7.63
Molecule 305,O=C1Nc2ccc(cc2C2(N(C1)CCO2)c1ccccc1Cl)Cl,C17H14Cl2N2O2,349.21,23,12,0.24,1,3,1,96.33,41.57,2.63,3.24,2.42,3.58,3.64,3.10,-4.37,1.50e-02,4.30e-05,Moderately soluble,-3.79,5.71e-02,1.64e-04,Soluble,-6.49,1.12e-04,3.21e-07,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,3.67
