Common_Name,SMILES,MorganFingerprint,Predicted_Prob,Predicted_Activity
N-Methylmesoporphyrin,CCC1=C(C)c2cc3c(CC)c(C)c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)n3C,[0 0 0 ... 0 0 0],0.737398,1
Etoposide toniribate,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC(=O)OCC1COC(C)(C)O1,[0 0 0 ... 0 0 0],0.7367056,1
Acetyl Dithranol,O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2,[0 0 0 ... 0 0 0],0.736388,1
Coproporphyrin I,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C,[0 0 0 ... 0 0 0],0.7358278,1
"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O,[0 0 0 ... 0 0 0],0.7357625,1
"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",NS(=O)(=O)c1ccc2c(c1)CNCC2,[0 0 0 ... 0 0 0],0.7357363,1
2-Allylphenol,C=CCc1ccccc1O,[0 0 0 ... 0 0 0],0.7354504,1
LY-2334737,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,[0 1 0 ... 1 0 0],0.73531485,1
I-Coeleneterazine,O=C1N2C=C(c3ccc(O)cc3)N[C@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc(I)cc1)OO,[0 0 0 ... 0 0 0],0.7350163,1
(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE],C[C@H](/N=C/c1ccc(OCc2cccc(F)c2)cc1)C(N)=O,[0 1 0 ... 0 0 0],0.73491746,1
"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1,[0 0 0 ... 0 0 0],0.7348483,1
Vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,[0 0 0 ... 0 0 0],0.73456514,1
Semaxanib,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,[0 0 0 ... 0 0 1],0.7344754,1
Pimicotinib,Cc1nc(NC(=O)N2CCC(C)(C)C2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1,[0 0 0 ... 0 0 0],0.7344234,1
LY341770,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCc4nn[nH]n4)C(=O)O)cc3)c[nH]c2[nH]1,[0 1 0 ... 0 0 0],0.7342041,1
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,[0 0 0 ... 0 0 0],0.7341932,1
Fruquintinib,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,[0 0 0 ... 0 0 0],0.73415357,1
Deferitrin,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,[0 0 0 ... 0 0 0],0.73399675,1
Brigimadlin,Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,[0 0 0 ... 0 0 0],0.7339434,1
KOS-1584,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,[0 0 0 ... 0 0 0],0.7338768,1
Florzolotau F-18,CNc1ccc(/C=C/C=C/c2nc3ccc(OCC(O)C[18F])cc3s2)cn1,[0 1 0 ... 0 0 0],0.73363423,1
Lunresertib,Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C,[0 1 0 ... 0 0 0],0.73339015,1
Syrosingopine,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,[0 0 0 ... 0 0 0],0.73316646,1
E-6201,CCNc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O,[0 0 0 ... 0 1 0],0.73305976,1
Grazoprevir,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[0 0 1 ... 0 0 0],0.7328484,1
Galunisertib,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,[0 0 0 ... 0 0 0],0.73263234,1
Edratide,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN)[C@@H](C)CC)C(=O)NCC(=O)O,[0 1 0 ... 0 0 0],0.7325667,1
"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,[0 0 1 ... 0 0 0],0.7325495,1
"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,[0 0 0 ... 0 0 0],0.73200345,1
Darolutamide,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,[0 1 0 ... 0 0 0],0.731259,1
Nanvuranlat,Nc1cc(COc2c(Cl)cc(C[C@H](N)C(=O)O)cc2Cl)c2oc(-c3ccccc3)nc2c1,[0 1 0 ... 1 0 0],0.730687,1
N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE,Cc1c(O)cccc1C(=O)Nc1cccc2ccc(C(=N)N)cc12,[0 0 0 ... 0 0 0],0.73029006,1
CoA-s-acetyl tryptamine,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)NCCc1c[nH]c2ccccc12,[0 1 0 ... 0 0 0],0.72992724,1
Transfluthrin,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,[0 0 0 ... 0 0 0],0.7296673,1
"(E)-[4-(3,5-Difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol",COc1cccc(C(=O)c2c[nH]c3nccc(-c4cc(F)cc(F)c4)c23)c1,[0 0 0 ... 0 0 0],0.7292308,1
Bemcentinib,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,[0 0 0 ... 0 0 0],0.72897977,1
"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",CN1CCN(c2ccc3nc(-c4ccc5[nH]c(-c6ccc(N(C)C)cc6)nc5c4)[nH]c3c2)CC1,[0 0 0 ... 0 0 0],0.72858834,1
"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,[0 0 0 ... 0 0 0],0.7283406,1
NNC-55-0396 free base,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1,[0 1 0 ... 0 0 0],0.7282606,1
Methacetin methoxy-C-13,CC(=O)Nc1ccc(O[13CH3])cc1,[0 0 0 ... 0 0 0],0.727856,1
Ciprofibrate,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,[0 0 0 ... 0 0 0],0.7276702,1
beta-Naphthoflavone,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,[0 0 0 ... 0 0 0],0.72725445,1
Omarigliptin,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,[0 0 0 ... 0 0 0],0.7272407,1
Epigallo Catechin Gallate,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,[0 0 0 ... 0 0 0],0.7272278,1
"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1,[1 0 0 ... 0 0 0],0.7269082,1
"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1ccc1[nH]ncc12,[0 0 0 ... 0 0 0],0.7268736,1
Idalopirdine,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,[0 1 0 ... 0 0 0],0.7265276,1
AT9283,OC(=NC1CC1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,[0 0 0 ... 0 1 0],0.72613317,1
Br-Coeleneterazine,O=C1N2C=C(c3ccc(O)cc3)N[C@@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc(Br)cc1)OO,[0 0 0 ... 0 0 0],0.72605956,1
Fonadelpar,Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OCC(=O)O,[0 1 0 ... 0 0 0],0.72604746,1
Sri-9439,Cc1c(CNc2cccc3ncccc23)cnc2nc(N)nc(N)c12,[0 0 0 ... 0 0 0],0.7260358,1
Sodium stibogluconate,O.O.O.O.O.O.O.O.O.O=C([O-])[C@@H]1[O][Sb]2([O-])([O][Sb]34([OH])[O][C@H]([C@H](O)CO)[C@H]([O]3)[C@H](C(=O)[O-])[O]4)[O][C@H]([C@H](O)CO)[C@@H]1[O]2.[Na+].[Na+].[Na+],[0 1 0 ... 0 0 0],0.7257313,1
AGI-134,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC(=O)CCCCC(=O)NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O)OC(=O)CCCCCCC/C=C\CCCCCCCC,[0 1 0 ... 0 0 0],0.7244269,1
Epigallocatechin,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,[0 0 0 ... 0 0 0],0.7243777,1
Deserpidine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[0 0 0 ... 0 0 0],0.7242997,1
Isosulfan blue,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,[0 0 0 ... 0 0 1],0.72412574,1
Hemoporfin,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(C)O)C(C)=C4C(C)O)c(C)c3CCC(=O)O,[0 1 0 ... 0 0 0],0.72411877,1
Radezolid,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,[0 0 0 ... 0 0 0],0.72363997,1
Celgosivir,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,[0 0 0 ... 0 0 0],0.72363245,1
GI-181771X,CC(C)N(C(=O)CN1C(=O)[C@H](NC(=O)Nc2cccc(C(=O)O)c2)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1,[0 1 0 ... 0 0 0],0.72355825,1
Temuterkib,Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,[0 0 0 ... 0 0 0],0.7235026,1
Lorcainide,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,[0 1 0 ... 0 0 0],0.72349715,1
Mecobalamin,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325([CH3])[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,[0 0 0 ... 0 0 0],0.7233787,1
Goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,[0 1 0 ... 0 0 0],0.7232275,1
TAK-733,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,[0 1 0 ... 0 0 0],0.72277933,1
Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,[0 0 0 ... 0 0 0],0.7220553,1
5-androstenedione,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,[0 0 0 ... 0 0 0],0.72204345,1
SR11254,CC1(C)CCC(C)(C)c2cc(/C(=N\O)c3ccc4cc(C(=O)O)ccc4c3)ccc21,[0 0 0 ... 0 0 0],0.7217802,1
5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,O=C(NCCNC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1,[0 0 0 ... 0 0 0],0.72174054,1
(R)-Gossypol,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,[0 1 0 ... 0 0 0],0.7215763,1
Gossypol,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,[0 1 0 ... 0 0 0],0.7215763,1
Guanosine 5'-diphosphate 2':3'-cyclic monophosphate,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@H]4O[P@@](=O)(O)O[C@H]43)c2[nH]1,[0 0 0 ... 0 0 0],0.72141874,1
6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,COC(=O)c1cc(NC(=O)c2cccc(O)c2C)c2cc(C(=N)N)ccc2c1,[0 0 0 ... 0 0 0],0.72087973,1
"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",CCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,[0 0 0 ... 0 0 0],0.720605,1
2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1,[0 0 0 ... 0 0 0],0.7202067,1
Solasodine,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,[0 0 0 ... 0 0 0],0.72019994,1
Ceruletide,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,[1 1 0 ... 0 0 0],0.7198989,1
"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,[0 1 0 ... 0 0 0],0.7198862,1
Carvasept,Cc1cc(Cl)c(C(C)C)cc1O,[0 1 0 ... 0 0 0],0.71975416,1
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,[0 1 0 ... 0 0 0],0.71965694,1
"Trencam-3,2-Hopo",NC(=O)c1cccc(O)c1O,[0 0 0 ... 0 0 0],0.7193779,1
Hematoxylin,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,[0 0 0 ... 0 0 0],0.71934736,1
"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",CC[C@@H](C)c1ccc2cc3c(c(O)c2c1O)C(=O)C[C@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C3,[0 1 0 ... 0 0 0],0.71933717,1
"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN(C)C)cs4)cc3c21,[0 0 0 ... 0 0 0],0.7192677,1
Tezacitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1,[0 0 0 ... 0 0 0],0.718245,1
Zotizalkib,CC1(C)COc2ccc(F)cc2CN2c3nc4c(cnn4cc3OC[C@H]2C(F)F)C(=O)N1,[0 1 0 ... 0 0 0],0.7182394,1
Chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,[0 0 0 ... 0 0 0],0.7181689,1
Puerarin,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,[0 0 0 ... 0 0 0],0.7179364,1
RAD-140,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,[0 1 0 ... 0 0 0],0.71769273,1
SN-38,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,[0 0 0 ... 0 0 0],0.71755683,1
Bisantrene,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,[0 0 0 ... 0 0 0],0.71739036,1
2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,Cc1ccc(OC/C(=C\C=O)Nc2cc(C[C@H](N)C(=O)O)c(O)cc2O)cc1,[0 1 0 ... 0 0 0],0.7172241,1
Pitavastatin,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,[0 1 0 ... 0 0 0],0.71683455,1
Rosmarinic acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,[0 1 0 ... 0 0 0],0.716816,1
Aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,[0 0 0 ... 0 0 0],0.716718,1
3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,O=C(O/N=C/c1ccc(O)c(F)c1)C1CCCCC1,[0 0 1 ... 0 0 0],0.7162632,1
Vanillic acid,COc1cc(C(=O)[O-])ccc1O,[0 0 0 ... 0 0 0],0.7162605,1
Eosin,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],[0 0 0 ... 0 0 0],0.71603674,1
PF-03882845,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,[0 0 0 ... 0 0 0],0.71584743,1
Raubasine,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,[0 0 0 ... 0 0 0],0.71580225,1
ZED-1227,CCC(CC)CNC(=O)Cn1cccc(NC(=O)[C@H](CC/C=C/C(=O)OC)NC(=O)c2cncn2C)c1=O,[0 1 0 ... 0 1 0],0.71548104,1
Perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,[0 0 0 ... 0 0 0],0.7148775,1
Ceftobiprole,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,[0 0 0 ... 0 0 0],0.71407706,1
"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,[0 0 0 ... 0 0 0],0.7139459,1
7-Hydroxystaurosporine,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,[0 0 0 ... 0 0 0],0.7138028,1
Quinalizarin,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,[0 0 0 ... 0 0 0],0.71378875,1
Ramatroban,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,[0 0 0 ... 0 0 0],0.71370494,1
Dosulepin,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,[0 0 0 ... 0 0 0],0.7136651,1
ABSK-091,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,[0 0 0 ... 0 0 0],0.713659,1
AZD-4547,COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1,[0 0 0 ... 0 0 0],0.713659,1
Bifenthrin,Cc1c(COC(=O)[C@@H]2[C@H](/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,[0 0 0 ... 0 0 0],0.71320873,1
Prasterone sulfate,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,[0 0 0 ... 0 0 0],0.7127994,1
Mapracorat,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,[0 0 0 ... 0 0 0],0.7124803,1
MGB-BP-3,Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1,[0 0 0 ... 0 0 0],0.7124487,1
trans-2-hydroxycinnamic acid,O=C(O)/C=C/c1ccccc1O,[0 0 0 ... 0 0 0],0.71238184,1
"ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate",CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,[0 0 0 ... 0 0 0],0.71237475,1
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),CCS(=O)(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccc(C(=N)N)cc1,[0 1 0 ... 0 0 0],0.7123158,1
[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,CCOC(=O)CO/N=C(/c1ccccn1)C1(c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2)n3C)CC1,[0 0 0 ... 0 0 0],0.7118811,1
Methoserpidine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[0 0 0 ... 0 0 0],0.7116912,1
Mivacurium,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,[0 0 0 ... 0 0 0],0.71162266,1
Xanthine,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,[0 0 0 ... 0 0 0],0.71102977,1
"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",CC(C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,[0 1 0 ... 0 0 0],0.71100205,1
Balanol,O=C(N[C@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,[0 0 0 ... 0 0 0],0.7108351,1
